#=============================================================================#
#            dieharder version 3.31.1 Copyright 2003 Robert G. Brown          #
#=============================================================================#
   rng_name    |rands/second|   Seed   |
stdin_input_raw|  2.43e+07  |1117239906|
#=============================================================================#
        test_name   |ntup| tsamples |psamples|  p-value |Assessment
      rgb_lagged_sum|  27|   1000000|     100|0.27443596|  PASSED  
      rgb_lagged_sum|  28|   1000000|     100|0.42153820|  PASSED  
      rgb_lagged_sum|  29|   1000000|     100|0.35533436|  PASSED  
      rgb_lagged_sum|  30|   1000000|     100|0.70753344|  PASSED  
      rgb_lagged_sum|  31|   1000000|     100|0.85076268|  PASSED  
      rgb_lagged_sum|  32|   1000000|     100|0.86032384|  PASSED  
     rgb_kstest_test|   0|     10000|    1000|0.39952195|  PASSED  
     dab_bytedistrib|   0|  51200000|       1|0.29098013|  PASSED  
             dab_dct| 256|     50000|       1|0.25907873|  PASSED  
Preparing to run test 207.  ntuple = 0
        dab_filltree|  32|  15000000|       1|0.13480502|  PASSED  
        dab_filltree|  32|  15000000|       1|0.61539248|  PASSED  
Preparing to run test 208.  ntuple = 0
       dab_filltree2|   0|   5000000|       1|0.15355017|  PASSED  
       dab_filltree2|   1|   5000000|       1|0.63834692|  PASSED  
Preparing to run test 209.  ntuple = 0
        dab_monobit2|  12|  65000000|       1|0.96576555|  PASSED  
